JOANN,372,149039,49.35,52949.74,116062,15461,950,3955,2630,9981
RAFAEL,373,148937,49.31,52999.05,8186,2195,204,2733,625,134994
KAITLYN,374,148535,49.18,53048.23,118818,5053,822,4920,6415,12507
LINDSEY,375,147979,48.99,53097.22,128242,3967,892,2274,4587,8017
HAILEY,376,147735,48.91,53146.14,109434,4820,1308,4013,7057,21103
ERIKA,377,147440,48.82,53194.95,59493,11800,503,3270,4120,68254
GINA,378,147070,48.69,53243.65,106054,7856,902,7604,4192,20462
OLIVER,379,146487,48.5,53292.15,95448,8495,653,5988,8854,27049
CATHY,380,146470,48.5,53340.64,121711,10166,713,5006,3202,5672
RICKY,381,146353,48.46,53389.1,95510,24559,1695,5879,4314,14396
DARLENE,382,145951,48.32,53437.42,106771,21269,1757,2313,3264,10577
GLENN,383,145763,48.26,53485.68,118820,13566,945,5206,3516,3710
TREVOR,384,145682,48.23,53533.92,119162,10342,1366,2023,6883,5906
DOMINIC,385,145019,48.01,53581.93,79109,12790,1214,4230,9023,38653
DEVIN,386,144817,47.95,53629.88,87546,26179,1429,3841,10504,15318
CARLA,387,144783,47.94,53677.82,85661,20738,1192,1475,3626,32091
HALEY,388,144725,47.92,53725.73,121847,3418,931,2238,6281,10010
DEBBIE,389,144403,47.81,53773.55,116215,10559,1163,3468,3579,9419
LAURIE,390,144352,47.79,53821.34,132234,2901,666,1506,2860,4185
SETH,391,144312,47.78,53869.12,119305,5494,1262,1868,6510,9873
TIM,392,143976,47.67,53916.79,124714,5841,980,5093,3417,3931
MADELINE,393,143901,47.64,53964.43,110213,3609,583,3387,5921,20188
IRENE,394,143807,47.61,54012.05,73951,11394,1261,11903,1836,43462
CHELSEA,395,143412,47.48,54059.53,103605,13222,1203,4102,6612,14668
EUGENE,396,143351,47.46,54106.99,98435,26288,1456,7082,3376,6714
BRETT,397,142068,47.04,54154.03,130280,2660,840,814,3935,3539
CASSANDRA,398,141757,46.93,54200.97,81017,26041,1186,2311,6125,25077
STACEY,399,141478,46.84,54247.81,111087,16101,914,2383,3997,6996
THEODORE,400,141169,46.74,54294.55,108129,14215,910,3919,6434,7562
JENNA,401,140774,46.61,54341.16,120257,2194,677,4241,5200,8205
RUBY,402,140133,46.4,54387.56,70907,23616,1131,6168,4663,33648
LYDIA,403,139562,46.21,54433.76,82585,10941,921,7781,4927,32407
SALLY,404,139328,46.13,54479.89,117494,4320,836,5377,2208,9093
REGINA,405,139154,46.07,54525.97,81007,32000,1259,4503,3925,16460
FREDERICK,406,138933,46,54571.97,101438,25069,827,3223,3332,5044
KELSEY,407,138740,45.94,54617.9,116950,6648,942,1979,5228,6993
HARRY,408,138541,45.87,54663.77,106277,15491,1222,5941,3048,6562
FRANCIS,409,138483,45.85,54709.62,102679,10511,1242,8505,2832,12714
ERIK,410,137635,45.57,54755.19,87108,5393,518,2107,3779,38730
HEIDI,411,137524,45.53,54800.73,117313,1266,557,3113,3429,11846
COLLEEN,412,137520,45.53,54846.26,127421,2831,773,1627,2641,2227
IVAN,413,137222,45.43,54891.69,34633,7686,743,5689,1778,86693
LEVI,414,136748,45.28,54936.97,103747,7905,1383,2115,7328,14270
SHELBY,415,136599,45.23,54982.2,116530,5898,1431,1026,5598,6116
BARRY,416,136550,45.21,55027.41,116096,13786,634,1520,2814,1700
BETH,417,136268,45.12,55072.52,129518,1452,430,934,2177,1757
STANLEY,418,135821,44.97,55117.49,96305,25169,1149,6515,3077,3606
YOLANDA,419,135786,44.96,55162.45,8520,34832,792,3887,1519,86236
MARVIN,420,135347,44.81,55207.26,66888,34729,1470,3883,2839,25538
HOWARD,421,134911,44.67,55251.93,105094,18997,1001,4554,2951,2314
COLE,422,134580,44.56,55296.49,117758,2049,926,1171,6572,6104
MAX,423,133912,44.34,55340.83,97118,3495,663,5602,5589,21445
PAIGE,424,133485,44.2,55385.02,112765,7225,758,1727,5621,5389
SERGIO,425,133230,44.11,55429.14,6031,1335,178,840,291,124555
JAKE,426,132608,43.91,55473.04,106978,2776,879,4072,4964,12939
DEAN,427,132117,43.74,55516.78,112439,4360,910,4162,4262,5984
EDGAR,428,132087,43.73,55560.52,20402,4909,322,3358,742,102354
LOIS,429,131658,43.59,55604.11,114771,11102,762,1270,1936,1817
RAUL,430,131542,43.55,55647.66,3301,624,209,2116,169,125123
GREG,431,131532,43.55,55691.21,111982,7831,827,1896,2782,6214
ESTHER,432,131095,43.4,55734.62,59130,17392,833,11499,2268,39973
LUCY,433,130373,43.17,55777.78,86643,7955,1024,7352,4025,23374
DIEGO,434,129967,43.03,55820.81,5004,899,217,600,376,122871
ISABEL,435,129716,42.95,55863.76,33548,1777,415,3952,3061,86963
VIVIAN,436,129222,42.78,55906.55,64602,19419,932,15552,4251,24466
FRED,437,129137,42.76,55949.3,96124,17457,1146,2814,2636,8960
ADDISON,438,128861,42.67,55991.97,107035,4243,761,1507,6570,8745
TAMARA,439,128722,42.62,56034.59,88925,24332,1168,891,4717,8689
JACKIE,440,128294,42.48,56077.06,92231,15730,1344,4651,3605,10733
GUADALUPE,441,128245,42.46,56119.52,1234,120,141,396,69,126285
DAN,442,127519,42.22,56161.75,104912,4232,747,9872,2408,5348
ANNETTE,443,126916,42.02,56203.77,80550,23420,1001,2007,2810,17128
OMAR,444,126838,42,56245.76,19474,14554,176,4501,2338,85795
ADRIANA,445,126686,41.94,56287.71,21925,4012,370,1013,2174,97192
RUBEN,446,126201,41.78,56329.49,6675,3203,530,2575,489,112729
ZOE,447,125886,41.68,56371.17,74317,11295,592,5081,9861,24740
JOSH,448,125623,41.59,56412.76,101968,5316,1038,3302,4243,9756
MAUREEN,449,125599,41.59,56454.35,114144,5115,294,2028,1493,2525
MARC,450,125340,41.5,56495.85,93553,11255,412,3600,3295,13225
SABRINA,451,125164,41.44,56537.29,61681,21562,928,6869,6396,27728
MACKENZIE,452,125022,41.39,56578.68,103288,6101,732,1239,6335,7327
VICKI,453,124995,41.39,56620.07,112577,4924,739,1639,2834,2282
LEONARD,454,124971,41.38,56661.45,85998,23603,1606,2470,3033,8261
JULIO,455,124932,41.36,56702.81,3294,1070,156,806,154,119452
CALVIN,456,124762,41.31,56744.12,62616,41720,1462,8513,5371,5080
KRISTINA,457,124530,41.23,56785.35,97021,5102,695,3962,5017,12733
MITCHELL,458,124131,41.1,56826.45,103567,7785,1077,2144,4086,5472
JOSEPHINE,459,123983,41.05,56867.5,75182,14990,1133,10832,3989,17857
COLIN,460,123028,40.73,56908.23,104204,4658,553,3493,5528,4592
ELI,461,122713,40.63,56948.86,81572,6725,1260,2765,6579,23812
LINDSAY,462,122644,40.61,56989.47,108034,2528,469,1637,3636,6340
SAM,463,121442,40.21,57029.68,84560,10407,1038,12437,3551,9449
TERRI,464,121164,40.12,57069.79,100708,12123,1092,1137,3540,2564
CESAR,465,121100,40.1,57109.89,2510,538,108,3048,124,114772
PARKER,466,120172,39.79,57149.68,102823,3374,675,1542,6425,5333
ELEANOR,467,120073,39.76,57189.43,97667,6472,657,4369,4414,6494
EILEEN,468,119997,39.73,57229.16,99582,2783,455,4825,1408,10944
AUBREY,469,119939,39.71,57268.87,83806,13294,893,1706,6607,13633
FAITH,470,119725,39.64,57308.51,73328,20810,1211,4418,6621,13337
XAVIER,471,119282,39.49,57348.01,21388,34783,1137,2001,9218,50755
DESTINY,472,119195,39.46,57387.47,41802,34867,1320,1303,7161,32742
BRENT,473,119139,39.45,57426.92,105403,5172,978,1550,3309,2727
NORA,474,119138,39.45,57466.36,76333,4445,747,4531,4231,28851
MELINDA,475,118803,39.33,57505.7,91853,7232,1017,3663,3527,11511
GABRIELLE,476,118800,39.33,57545.03,67811,22292,832,3385,7906,16574
HAYDEN,477,118662,39.29,57584.32,97149,3973,1093,2173,6551,7723
TOM,478,118359,39.19,57623.51,98994,3971,928,7929,2123,4414
LEO,479,118352,39.19,57662.69,71109,7735,1099,8079,4898,25432
YVONNE,480,118152,39.12,57701.81,54304,31305,1157,4975,3324,23087
KATELYN,481,117585,38.93,57740.75,96705,2980,617,3827,4542,8914
JOY,482,117512,38.91,57779.65,82620,17088,680,9072,3864,4188
ANGELICA,483,117160,38.79,57818.44,13802,5500,461,4309,1985,91103
COLTON,484,117147,38.79,57857.23,104358,1025,1114,700,5168,4782
GARRETT,485,116551,38.59,57895.82,101146,3316,1056,1481,4708,4844
ALEXA,486,115939,38.39,57934.21,57063,3101,319,2106,4256,49094
ANNIE,487,115895,38.37,57972.58,47366,42699,1062,15605,2591,6572
KAYLEE,488,115418,38.21,58010.79,81010,5490,1101,3506,5928,18383
NICK,488,115418,38.21,58049.01,91546,3900,799,4201,3033,11939
ANDRES,490,115086,38.1,58087.11,3255,708,234,1185,227,109477
ELENA,491,114537,37.92,58125.03,49236,1778,513,5753,2839,54418
ERNEST,492,114301,37.84,58162.88,65687,27574,1383,2296,2911,14450
RAMON,493,114141,37.79,58200.67,4592,4858,327,4194,544,99626
SONIA,494,113731,37.66,58238.32,19615,10015,342,8166,1840,73753
PEYTON,495,113473,37.57,58275.9,87887,9292,1066,1650,6912,6666
CORY,496,113341,37.53,58313.42,91164,11454,975,1215,4341,4192
MARCIA,497,113323,37.52,58350.94,87929,13946,433,974,1921,8120
NAOMI,498,113168,37.47,58388.41,52159,19889,1034,6686,8282,25118
KARLA,499,113141,37.46,58425.87,37937,4525,463,810,1335,68071
GABRIELA,500,112857,37.37,58463.24,12515,1037,119,666,731,97789
ROSEMARY,501,112644,37.3,58500.53,81834,8567,646,1911,1899,17787
DEANNA,502,112507,37.25,58537.78,86787,9821,1251,1642,3975,9031
JENNY,503,111783,37.01,58574.79,56821,2577,620,23137,2401,26227
MARISSA,504,111563,36.94,58611.73,63850,5806,910,4893,5436,30668
MELVIN,505,111414,36.89,58648.62,49442,39021,1360,3283,2433,15875
BAILEY,506,111403,36.88,58685.51,91522,5420,970,1363,5450,6678
ALISON,507,111217,36.82,58722.33,88856,2820,393,3208,2997,12943
AUTUMN,508,110880,36.71,58759.04,80164,12378,1598,1230,7313,8197
DERRICK,509,110566,36.61,58795.65,34872,60416,1274,3003,4656,6345
MATT,510,110474,36.58,58832.23,98894,1624,607,2132,2577,4640
CARSON,511,110436,36.56,58868.79,93134,4939,719,1634,4899,5111
ANDRE,512,110187,36.48,58905.27,22523,59829,658,2960,6460,17757
DON,513,109811,36.36,58941.63,86438,10538,930,5701,2757,3447
GABRIELLA,514,109553,36.27,58977.9,51997,5970,549,1904,5712,43421
EDDIE,515,109395,36.22,59014.12,38396,37375,1010,4056,2604,25954
TRISTAN,516,109394,36.22,59050.34,67443,12987,1396,3886,8660,15022
CECILIA,517,109385,36.22,59086.56,34015,5151,512,7905,2164,59638
NORMAN,518,109382,36.22,59122.77,84416,13070,1108,3837,2392,4559
CLARA,519,109249,36.17,59158.95,64473,11873,780,3503,3173,25447
GRANT,520,109202,36.16,59195.1,95092,3300,527,2155,4475,3653
BRAYDEN,521,109058,36.11,59231.21,83955,6443,933,1944,7102,8681
AIDAN,522,108852,36.04,59267.25,76541,3701,553,4057,7520,16480
BRYCE,523,107823,35.7,59302.95,81972,11253,745,1808,6288,5757
MIRIAM,524,107721,35.67,59338.62,44714,5447,205,2418,1539,53398
RAY,525,107588,35.62,59374.24,66146,15634,1223,5149,2888,16548
BEN,526,107540,35.61,59409.84,82718,6236,855,6909,3140,7682
LORRAINE,527,107539,35.61,59445.45,80213,11453,1032,2353,1968,10520
MARCO,528,106983,35.42,59480.87,16031,3454,223,1715,958,84602
MARLENE,529,106957,35.41,59516.28,69064,8367,1102,2132,1477,24815
SPENCER,530,106320,35.2,59551.49,87070,6495,620,2536,4960,4639
TANYA,531,105773,35.02,59586.51,60794,20694,1258,3836,4511,14680
RONNIE,532,105398,34.9,59621.4,67155,24735,1258,2214,3241,6795
CHARLIE,533,104899,34.73,59656.13,64249,18873,1070,4991,3832,11884
JOANNA,534,104733,34.68,59690.81,62519,5172,532,7273,2876,26361
DOLORES,535,104668,34.65,59725.47,62223,5448,418,2617,1067,32895
JEANNE,536,104567,34.62,59760.09,95020,3269,336,2231,1685,2026
JESSIE,537,104530,34.61,59794.7,56018,21985,1266,4993,3314,16954
ROBERTA,538,104464,34.59,59829.28,84805,7870,1460,979,2245,7105
MARYANN,539,104050,34.45,59863.73,87774,2684,385,5079,1391,6737
KYLIE,540,103256,34.19,59897.92,77298,5580,917,3185,5994,10282
DARRELL,541,103234,34.18,59932.1,67505,27945,1711,924,3129,2020
MAYA,542,102998,34.1,59966.2,42782,15191,477,8446,11552,24550
DAKOTA,543,102679,34,60000.2,80496,5895,2586,449,7287,5966
CAITLIN,544,102633,33.98,60034.18,89032,1651,404,2225,4235,5086
ARMANDO,545,102572,33.96,60068.14,3521,613,235,1992,195,96016
ALMA,546,102368,33.89,60102.04,21100,8039,282,3051,801,69095
TOMMY,547,101698,33.67,60135.71,63508,17108,1527,8650,3199,7706
OLGA,548,101652,33.66,60169.36,32437,1869,161,687,387,66111
TONYA,549,100566,33.3,60202.66,67237,24981,1182,433,3911,2822
MIRANDA,550,99789,33.04,60235.7,64780,4947,1146,1907,4060,22949
SUE,551,99614,32.98,60268.68,86478,2356,493,6566,1766,1955
NICOLAS,552,99606,32.98,60301.66,35905,3441,306,2157,2688,55109
JIM,553,99342,32.89,60334.55,83029,3827,953,4575,2084,4874
BRAD,554,99075,32.8,60367.35,90499,2899,663,907,2079,2028
JUANITA,555,98829,32.72,60400.08,36208,22799,1271,2076,2222,34253
JEANETTE,556,98711,32.68,60432.76,63772,13830,746,2441,2143,15779
ANGELINA,557,98689,32.68,60465.43,34036,4421,777,7692,3643,48120
JOCELYN,558,98534,32.62,60498.06,33539,8074,481,8901,3435,44104
RICK,559,98271,32.54,60530.59,81351,3178,831,2469,2478,7964
MICAH,560,97929,32.42,60563.02,57568,18335,897,3403,8669,9057
MARJORIE,561,97793,32.38,60595.4,79027,9028,569,2359,1636,5174
CHARLENE,562,97322,32.22,60627.62,66789,17804,1379,3719,3131,4500
NINA,563,96873,32.07,60659.69,60545,10289,665,8183,4692,12499
ALBERTO,564,96607,31.99,60691.68,3643,682,94,2297,154,89737
BROOKLYN,565,96523,31.96,60723.64,65951,12680,831,833,7294,8934
LOUISE,566,96364,31.91,60755.54,73388,14509,1015,1700,1708,4044
ARIANA,567,95572,31.64,60787.19,25282,9669,587,2967,5381,51686
JOSIAH,568,95179,31.51,60818.7,31464,26668,1127,2481,7442,25997
NOLAN,569,94523,31.3,60850,74092,4630,719,3187,4957,6938
MARGARITA,570,93536,30.97,60880.97,6264,518,156,1829,173,84596
KARA,571,93454,30.94,60911.91,80118,3290,638,2259,3760,3389
STELLA,572,93369,30.91,60942.82,61158,7246,749,5867,4034,14315
EDITH,573,92917,30.76,60973.59,49254,10679,579,1882,1523,29000
JEROME,574,92856,30.74,61004.33,48143,34970,943,3141,2701,2958
JUNE,575,92673,30.68,61035.01,73299,7407,638,5823,2541,2965
EARL,576,92565,30.65,61065.66,62791,23030,1047,1504,2552,1641
BRANDY,577,92457,30.61,61096.27,69160,9973,1056,681,4271,7316
GERALDINE,578,92416,30.6,61126.87,62342,17482,948,2857,1416,7371
HARPER,579,92380,30.59,61157.46,77376,2852,508,1274,5498,4872
ALFRED,580,92297,30.56,61188.02,52167,20573,1119,3146,2043,13249
CHRISTY,581,91663,30.35,61218.37,74883,5082,733,3313,2861,4791
ANDY,582,91634,30.34,61248.7,36829,3617,546,19280,1345,30017
LORETTA,583,91196,30.19,61278.9,65903,15355,1322,1158,2303,5155
BLANCA,584,91172,30.19,61309.09,964,153,57,218,45,89735
CLAYTON,585,91109,30.17,61339.25,76882,5611,1081,1425,3520,2590
LUZ,586,90898,30.1,61369.35,709,175,46,2147,65,87756
MARIAH,587,90629,30.01,61399.35,36351,21006,1489,984,7794,23005
DAISY,588,90390,29.93,61429.28,20453,8500,622,5702,1662,53451
KATRINA,589,90141,29.85,61459.13,54139,19318,805,4353,4245,7281
ENRIQUE,590,90045,29.81,61488.94,1665,796,135,1629,164,85656
ALFREDO,591,89730,29.71,61518.65,2664,624,124,3613,165,82540
CONSTANCE,592,89616,29.67,61548.32,71304,13359,451,870,1933,1699
MEGHAN,593,89558,29.65,61577.97,80611,1627,227,1177,2495,3421
BETHANY,594,89510,29.64,61607.61,75408,2721,522,1585,3392,5882
NATASHA,595,89479,29.63,61637.23,38101,25788,1225,4376,5830,14159
GLENDA,596,89350,29.58,61666.82,60072,12457,829,1602,2078,12312
JUANA,597,88953,29.45,61696.27,951,727,126,488,72,86589
WHITNEY,598,88895,29.43,61725.7,66530,13425,812,966,4140,3022
COOPER,599,88783,29.4,61755.1,79066,851,558,753,4077,3478
NATALIA,600,88099,29.17,61784.27,27451,3278,378,1231,2051,53710
ELIAS,601,88030,29.15,61813.41,26310,4657,783,1555,3501,51224
EMMANUEL,602,87987,29.13,61842.54,6090,29407,267,4816,1527,45880
PRISCILLA,603,87905,29.1,61871.65,34620,13101,1028,4812,1860,32484
DARREN,604,87892,29.1,61900.75,58524,15763,1254,4948,3308,4095
PRESTON,605,87764,29.06,61929.81,63038,10654,1059,2785,5023,5205
MAKAYLA,606,87615,29.01,61958.82,46878,20458,785,1238,7060,11196
WARREN,607,87422,28.94,61987.76,63727,14622,934,3170,2866,2103
ARIEL,608,87269,28.89,62016.66,30670,14481,628,4288,3827,33375
TANNER,609,86958,28.79,62045.45,78101,992,806,647,3363,3049
KATE,610,86821,28.75,62074.19,71943,1782,251,4153,2422,6270
MELODY,611,86671,28.7,62102.89,54112,8430,789,5079,4066,14195
LANCE,612,86544,28.65,62131.54,65776,9127,1286,3113,3514,3728
MARSHA,613,86241,28.55,62160.1,70176,10906,640,879,1974,1666
SOPHIE,614,86140,28.52,62188.62,62031,2193,523,6263,4923,10207
GRAYSON,615,86129,28.52,62217.13,68045,3269,605,1301,5871,7038
SIERRA,616,85587,28.34,62245.47,54354,11500,1140,1025,6736,10832
BRENDAN,617,85399,28.28,62273.75,72196,2875,340,2055,3556,4377
ARLENE,618,85378,28.27,62302.01,57068,7903,998,5499,1116,12794
GERARDO,619,85108,28.18,62330.19,1889,146,65,1548,57,81403
LAYLA,620,84915,28.11,62358.31,44294,12175,843,1640,7280,18683
BRADY,621,84828,28.09,62386.39,75985,1236,482,1134,2913,3078
BRANDI,622,84733,28.05,62414.45,64117,11071,928,447,3761,4409
MICHEAL,623,84520,27.98,62442.43,52660,17915,1162,1190,2921,8672
KENDRA,624,84515,27.98,62470.42,53930,17013,843,767,3776,8186
IRMA,625,84432,27.95,62498.37,9333,4287,210,980,288,69334
ARTURO,626,84409,27.95,62526.32,1574,454,125,2060,127,80069
VICKIE,627,84328,27.92,62554.24,69176,9349,624,1021,2211,1947
ALEXANDRIA,628,84201,27.88,62582.12,49748,11299,715,1619,5676,15144
ABRAHAM,629,84019,27.82,62609.93,22173,7276,346,4620,1558,48046
JADE,630,83703,27.71,62637.65,36730,14532,990,4543,7312,19596
KERRY,631,83554,27.66,62665.31,70021,7887,492,1265,2152,1737
RENE,632,83545,27.66,62692.97,19763,3809,313,2112,1051,56497
TRACEY,633,83396,27.61,62720.59,60879,16362,517,1206,2382,2050
MAXWELL,634,83276,27.57,62748.16,64123,4779,223,2597,5797,5757
LETICIA,635,83209,27.55,62775.71,3564,2356,225,3160,411,73493
MILDRED,636,83145,27.53,62803.24,52502,17234,605,1923,1380,9501
JADEN,637,83111,27.52,62830.75,30725,21207,895,4777,7316,18191
KENDALL,638,83080,27.51,62858.26,57248,15941,669,983,4326,3913
CLARENCE,639,82718,27.39,62885.65,43154,33145,974,1543,2485,1417
LEONARDO,640,82532,27.33,62912.97,10467,1396,132,2914,1008,66615
BERNARD,641,82517,27.32,62940.29,53504,21355,569,2740,1608,2741
ASHTON,642,82424,27.29,62967.58,54777,13279,917,1598,5270,6583
MADELYN,643,82370,27.27,62994.86,64421,1593,291,1905,3461,10699
GLADYS,644,81884,27.11,63021.97,27233,15886,474,1862,956,35473
JAN,645,81847,27.1,63049.07,69782,2769,291,3011,1528,4466
PENNY,646,81502,26.98,63076.05,72400,3243,608,1227,2422,1602
CRISTINA,647,81412,26.95,63103.01,16987,942,134,4841,851,57657
BRIDGET,648,81357,26.94,63129.94,65264,8167,394,750,2078,4704
ZOEY,649,81211,26.89,63156.83,51496,7601,766,2846,5995,12507
NEIL,650,81116,26.86,63183.69,65129,2950,449,7797,2212,2579
TONI,651,81028,26.83,63210.52,56489,13992,900,995,2858,5794
LEON,652,81000,26.82,63237.34,39056,25802,1145,4224,2964,7809
CAROLE,653,80907,26.79,63264.12,74167,3436,320,738,1166,1080
SANTIAGO,654,80841,26.77,63290.89,2247,308,201,724,127,77234
IRIS,655,80802,26.75,63317.64,27394,8062,475,5223,2261,37387
SILVIA,656,80783,26.75,63344.39,7614,960,106,862,272,70969
PABLO,657,80700,26.72,63371.11,2049,416,120,963,129,77023
ARIANNA,658,80588,26.68,63397.79,26396,11577,683,1895,6024,34013
FELIX,659,80554,26.67,63424.46,13939,5924,423,4382,1438,54448
HAZEL,660,80464,26.64,63451.1,51826,11547,709,3452,3468,9462
SALVADOR,661,80158,26.54,63477.64,1800,162,132,1434,112,76518
DREW,662,80028,26.5,63504.14,68635,3612,454,962,2973,3392
BRIANA,663,79989,26.48,63530.62,29858,16573,464,1012,3611,28471
DIANNE,664,79704,26.39,63557.01,64319,9280,291,1486,1417,2911
ROMAN,665,79667,26.38,63583.39,36212,5725,560,1922,4619,30629
MARION,666,79606,26.36,63609.75,59867,14212,493,1095,1785,2154
DANIELA,667,78958,26.14,63635.89,14190,990,91,493,451,62743
CLIFFORD,668,78911,26.13,63662.02,58590,13393,974,1839,2445,1670
DEVON,669,78789,26.09,63688.1,45600,19788,701,1075,5729,5896
JILLIAN,670,78772,26.08,63714.18,65152,2919,356,1936,3078,5331
KARINA,671,78584,26.02,63740.2,12311,1334,135,2381,1381,61042
DAMIAN,672,78539,26,63766.21,22549,6958,618,947,2641,44826
ALEJANDRA,673,78499,25.99,63792.2,1309,247,81,405,99,76358
GORDON,674,78484,25.99,63818.18,67251,4322,759,3069,1979,1104
ERICK,675,78395,25.96,63844.14,12857,5584,253,1307,900,57494
NELSON,676,78251,25.91,63870.05,20451,6574,703,5307,969,44247
FELICIA,677,78101,25.86,63895.91,27778,32683,923,1703,2988,12026
JOHNATHAN,678,78085,25.85,63921.76,43245,12768,802,1973,3654,15643
FRANKLIN,679,78049,25.84,63947.6,45121,11220,889,2678,2362,15779
BILL,680,77812,25.76,63973.36,65489,3430,825,3566,1801,2701
MILES,681,77428,25.64,63999,53245,8280,524,2193,7044,6142
SKYLAR,682,77382,25.62,64024.62,49502,14345,768,1639,5292,5836
KENNEDY,683,77119,25.53,64050.15,45474,19734,498,1224,4829,5360
KAY,684,77013,25.5,64075.65,65274,4768,364,3830,1459,1318
KRISTINE,685,76923,25.47,64101.12,64472,997,272,5553,1880,3749
GEORGIA,686,76253,25.25,64126.37,58266,10916,678,595,2543,3255
JAXON,687,76203,25.23,64151.6,54949,4563,671,1030,6066,8924
HOPE,688,75728,25.07,64176.67,53483,8939,685,2011,3531,7079
SANDY,689,75707,25.07,64201.74,45939,5107,497,8203,1674,14287
SHELLY,690,75248,24.91,64226.65,62933,4539,877,1948,2365,2586
SADIE,691,75240,24.91,64251.56,58090,5027,808,904,3473,6938
RACHAEL,692,75091,24.86,64276.43,60827,3695,527,1553,3249,5240
KURT,693,74867,24.79,64301.21,67843,2313,299,1272,1572,1568
GWENDOLYN,694,74577,24.69,64325.91,33746,34951,562,861,2432,2025
LILIANA,695,74437,24.65,64350.55,15910,651,166,676,1823,55211
ISABELLE,696,74127,24.54,64375.09,48094,2838,532,3685,4680,14298
RON,697,74027,24.51,64399.6,58980,6432,788,2623,1907,3297
GUSTAVO,698,73693,24.4,64424,3332,261,73,193,125,69709
CANDACE,699,73538,24.35,64448.35,53084,12357,828,1167,2795,3307
KARL,700,73523,24.34,64472.69,59366,7768,342,1870,1913,2264
ALVIN,701,72972,24.16,64496.85,30811,25072,1064,8865,1639,5521
GLEN,702,72859,24.12,64520.98,60531,5896,624,1950,1879,1979
MARINA,703,72814,24.11,64545.09,33277,1319,240,3486,1626,32866
COLLIN,704,72621,24.04,64569.13,60472,4009,442,1619,3318,2761
MAGGIE,705,72615,24.04,64593.17,52710,6574,632,4832,1974,5893
JODY,706,72571,24.03,64617.2,65194,1892,636,868,1996,1985
CAMILA,707,72541,24.02,64641.22,5361,693,105,578,480,65324
VIOLET,708,72515,24.01,64665.23,50193,4162,740,1874,4195,11351
ABBY,709,72429,23.98,64689.21,60221,1205,398,2100,1962,6543
BIANCA,710,72258,23.92,64713.13,16058,11814,309,2074,2511,39492
ISRAEL,711,72112,23.88,64737.01,7526,6678,247,711,1241,55709
DUANE,712,71876,23.8,64760.81,58759,8154,985,780,1811,1387
PAYTON,713,71783,23.77,64784.57,56841,5260,804,639,4179,4060
MATHEW,714,71770,23.76,64808.34,49105,2415,611,3913,2358,13368
JODI,715,71742,23.75,64832.09,66226,1170,438,869,1683,1356
LUCIA,716,71626,23.71,64855.8,19192,1210,149,2568,1054,47453
HERBERT,717,71493,23.67,64879.47,47137,16084,718,1636,1550,4368
MAURICE,718,71282,23.6,64903.08,21169,42753,481,715,2711,3453
MONIQUE,719,71265,23.6,64926.67,17964,30797,642,1554,3324,16984
MARCOS,720,71182,23.57,64950.24,4248,855,202,587,211,65079
ANGIE,721,70854,23.46,64973.7,36424,4322,514,3585,1379,24630
SHERRI,722,70739,23.42,64997.12,60240,6071,626,512,2132,1158
SUMMER,723,70690,23.41,65020.52,51202,6411,1077,2040,4323,5637
ELLIE,724,70665,23.4,65043.92,54154,919,361,4374,3175,7682
PAULINE,725,70437,23.32,65067.24,46478,11907,950,4329,1422,5351
MISTY,726,70426,23.32,65090.56,59874,2048,1254,520,3315,3415
TRINITY,727,70210,23.25,65113.81,32575,20075,870,1658,6070,8962
DESIREE,728,69938,23.16,65136.96,29007,13125,819,1919,3972,21096
SHERYL,729,69909,23.15,65160.11,57458,7031,482,2045,1685,1208
ALLAN,730,69666,23.07,65183.17,48001,4416,341,5535,1519,9854
RAQUEL,731,69606,23.05,65206.22,9170,5279,448,2548,1102,51059
KRISTI,732,69584,23.04,65229.26,62382,1666,471,1140,2025,1900
KEN,733,69580,23.04,65252.3,51727,4490,436,8590,2141,2196
BRITTNEY,734,69442,22.99,65275.29,44619,13792,513,816,3047,6655
ALI,735,69300,22.94,65298.23,43781,7659,208,9017,4350,4285
CAROLINA,735,69300,22.94,65321.18,8287,659,126,2168,461,57599
AALIYAH,737,69237,22.92,65344.1,9520,27363,882,1382,8503,21587
MEREDITH,738,69220,22.92,65367.02,62430,1715,237,713,1731,2394
EDNA,739,68960,22.83,65389.85,37119,13902,519,4132,1258,12030
REGINALD,740,68887,22.81,65412.66,9914,53688,385,1332,2268,1300
DALTON,741,68878,22.81,65435.47,60561,1879,816,434,2872,2316
GILBERT,742,68856,22.8,65458.26,23711,6407,1064,3114,967,33593
CRISTIAN,743,68804,22.78,65481.04,5333,935,75,330,341,61790
SIMON,744,68778,22.77,65503.82,38143,5127,346,7923,2563,14676
KALEB,745,68288,22.61,65526.43,41440,11768,831,1087,4671,8491
BECKY,746,68254,22.6,65549.02,59532,1155,560,1837,1547,3623
ERNESTO,747,68249,22.6,65571.62,1704,444,124,4252,152,61573
BREANNA,748,68071,22.54,65594.16,43203,10006,645,827,4046,9344
DAVE,749,67933,22.49,65616.65,54555,5491,462,2695,1430,3300
LEROY,750,67713,22.42,65639.07,33046,26545,1094,623,1632,4773
HARRISON,751,67130,22.23,65661.3,52604,4044,624,2582,3582,3694
BRODY,752,67103,22.22,65683.51,58856,505,553,400,2868,3921
